iter	RMSE
0	121.470305
1	121.1232442
2	120.777341
3	120.4324005
4	120.0886812
5	119.7459014
6	119.4043416
7	119.06391
8	118.7242474
9	118.3857984
10	118.0484693
11	117.7120085
12	117.3766243
13	117.042306
14	116.7088681
15	116.3765736
16	116.0454774
17	115.7153047
18	115.3863035
19	115.058261
20	114.7313857
21	114.4054071
22	114.0802911
23	113.7565442
24	113.4334627
25	113.1117459
26	112.7908226
27	112.4708408
28	112.1520382
29	111.8342253
30	111.5174148
31	111.2015442
32	110.8865447
33	110.5727415
34	110.2598036
35	109.947955
36	109.6368571
37	109.3268043
38	109.0181712
39	108.7103467
40	108.4036554
41	108.0973988
42	107.7922552
43	107.4881122
44	107.1848791
45	106.8829448
46	106.5816821
47	106.2814908
48	105.9823255
49	105.6842469
50	105.3870692
51	105.0907797
52	104.7956027
53	104.501233
54	104.2078254
55	103.9151837
56	103.6233674
57	103.3326168
58	103.0429249
59	102.7539968
60	102.4659617
61	102.1787447
62	101.892667
63	101.6074836
64	101.3230408
65	101.0394493
66	100.7569324
67	100.4750051
68	100.1942455
69	99.914655
70	99.63608529
71	99.35804237
72	99.08093655
73	98.8046757
74	98.52899968
75	98.25449225
76	97.98087677
77	97.7081713
78	97.43627423
79	97.16538903
80	96.89536092
81	96.62622574
82	96.35779205
83	96.09014306
84	95.82321417
85	95.55737786
86	95.2925968
87	95.02878806
88	94.76566309
89	94.5032416
90	94.24177639
91	93.98114357
92	93.72131927
93	93.46222513
94	93.20410974
95	92.94668925
96	92.69014697
97	92.43447547
98	92.1797336
99	91.92575091
100	91.67258242
101	91.42027744
102	91.16864069
103	90.91779844
104	90.66783142
105	90.41881667
106	90.17057559
107	89.9230055
108	89.67633104
109	89.43054029
110	89.18548931
111	88.94120444
112	88.69777798
113	88.45517747
114	88.21315554
115	87.97195527
116	87.73149625
117	87.49197884
118	87.2532
119	87.01521808
120	86.77779763
121	86.54128291
122	86.30555914
123	86.07053784
124	85.83631602
125	85.60280035
126	85.37007563
127	85.13831906
128	84.90721755
129	84.67708255
130	84.44748121
131	84.21852812
132	83.99045417
133	83.76309397
134	83.53664669
135	83.31085019
136	83.08577083
137	82.86148785
138	82.6377858
139	82.41468646
140	82.19258569
141	81.97124544
142	81.75065223
143	81.53077428
144	81.31152715
145	81.09311478
146	80.87531677
147	80.65838702
148	80.4422337
149	80.22650634
150	80.01164315
151	79.79736569
152	79.58403143
153	79.3712226
154	79.15917452
155	78.94778532
156	78.73713089
157	78.52723293
158	78.31805245
159	78.10947692
160	77.9015855
161	77.69432574
162	77.48787849
163	77.28199075
164	77.07694775
165	76.87247008
166	76.66873359
167	76.4658178
168	76.26353312
169	76.06177173
170	75.86075743
171	75.66044607
172	75.46075105
173	75.26182864
174	75.063523
175	74.86583757
176	74.66894793
177	74.47267362
178	74.27694177
179	74.08200094
180	73.8875316
181	73.69379676
182	73.50076015
183	73.30832423
184	73.11649414
185	72.92546177
186	72.73495866
187	72.54534683
188	72.35604983
189	72.16749028
190	71.97953768
191	71.79231374
192	71.60560998
193	71.41954319
194	71.23406965
195	71.04912227
196	70.8649831
197	70.68158858
198	70.49872515
199	70.31655529
200	70.13501709
201	69.95396363
202	69.77357205
203	69.59397412
204	69.41511989
205	69.23656687
206	69.05869534
207	68.88155526
208	68.70492606
209	68.52875424
210	68.35323603
211	68.17845974
212	68.004262
213	67.83063663
214	67.65763342
215	67.484929
216	67.31302383
217	67.14169907
218	66.97096522
219	66.8007798
220	66.63119405
221	66.46216463
222	66.29387097
223	66.12608591
224	65.95884312
225	65.79227391
226	65.62624002
227	65.46075981
228	65.29590559
229	65.13158113
230	64.96782153
231	64.80462769
232	64.64214802
233	64.48005058
234	64.31848822
235	64.15764625
236	63.99721017
237	63.83750021
238	63.67824799
239	63.51952812
240	63.36138338
241	63.2038828
242	63.04699763
243	62.89066596
244	62.73484462
245	62.57939738
246	62.42451463
247	62.27033985
248	62.11668313
249	61.96354631
250	61.81111455
251	61.65898386
252	61.50742792
253	61.35643092
254	61.20596361
255	61.0559889
256	60.90652198
257	60.75753419
258	60.60923596
259	60.46134761
260	60.31393689
261	60.16708812
262	60.02081303
263	59.8749652
264	59.72980394
265	59.58495599
266	59.44083475
267	59.29714854
268	59.15389953
269	59.0110535
270	58.86883712
271	58.72719995
272	58.58607416
273	58.4455055
274	58.30542035
275	58.16580179
276	58.02651792
277	57.88791697
278	57.74962496
279	57.61204169
280	57.47503076
281	57.33851103
282	57.20233857
283	57.06670188
284	56.93150401
285	56.79688107
286	56.66269233
287	56.52896266
288	56.3958377
289	56.2631103
290	56.13094768
291	55.99916624
292	55.86791679
293	55.73715941
294	55.60688512
295	55.47699214
296	55.34760553
297	55.21871548
298	55.09029297
299	54.96235873
300	54.83498839
301	54.70793454
302	54.5813842
303	54.45528925
304	54.32963369
305	54.20447162
306	54.07977124
307	53.95572024
308	53.83190441
309	53.70852141
310	53.58554076
311	53.46307331
312	53.3411541
313	53.21956939
314	53.09856393
315	52.97797157
316	52.85769076
317	52.73796957
318	52.61875614
319	52.49989369
320	52.38162464
321	52.26374169
322	52.14613604
323	52.02913286
324	51.91252551
325	51.79635832
326	51.68061493
327	51.56519442
328	51.4503108
329	51.33591421
330	51.22189745
331	51.10831555
332	50.99509048
333	50.88233119
334	50.77010834
335	50.65815596
336	50.54670043
337	50.43565393
338	50.32506455
339	50.21497051
340	50.10525471
341	49.99598615
342	49.88714738
343	49.77864194
344	49.67057223
345	49.56293757
346	49.45568461
347	49.34882048
348	49.24234212
349	49.13619827
350	49.0304464
351	48.92511741
352	48.82030969
