iter	Passed	Remaining
373	579184	195126
374	580659	193553
375	582145	191984
376	583701	190438
377	585226	188882
378	586864	187363
379	588592	185871
380	589970	184268
381	591696	182775
382	593409	181276
383	594937	179720
384	596596	178204
385	597861	176570
386	599341	175001
387	600823	173433
388	602275	171857
389	603586	170242
390	605202	168713
391	606563	167114
392	608094	165562
393	609583	163999
394	611224	162477
395	612489	160855
396	613788	159244
397	615502	157741
398	617004	156184
399	618551	154637
400	620196	153115
401	621575	151528
402	623111	149979
403	624686	148440
404	626457	146946
405	628173	145439
406	629770	143903
407	631429	142381
408	633059	140851
409	634679	139319
410	636238	137774
411	637705	136208
412	639505	134714
413	641178	133191
414	642492	131594
415	643906	130019
416	645162	128413
417	646664	126857
418	648205	125309
419	649833	123777
420	651289	122213
421	653073	120710
422	654653	119168
423	656275	117634
424	658052	116126
425	659703	114596
426	661288	113053
427	662939	111522
428	664714	110010
429	666415	108486
430	668410	107007
431	670034	105468
432	671516	103906
433	673096	102360
434	674678	100813
435	675868	99210
436	677351	97650
437	679133	96133
438	680825	94602
439	682647	93088
440	684352	91557
441	685880	90002
442	687515	88461
443	689191	86925
444	690779	85377
445	692547	83851
446	694021	82288
447	695632	80743
448	697241	79196
449	698940	77660
450	700519	76109
451	702046	74553
452	703533	72993
453	705236	71455
454	706963	69919
455	708519	68365
456	709968	66802
457	711673	65262
458	713185	63705
459	714631	62141
460	716189	60588
461	718117	59065
462	719619	57507
463	721223	55957
464	722777	54402
465	724150	52835
466	725710	51281
467	727195	49722
468	728776	48170
469	730096	46601
470	731744	45054
471	733312	43501
472	734959	41953
473	736453	40396
474	738221	38853
475	739800	37300
476	740924	35725
477	742504	34173
478	744092	32622
479	745589	31066
480	747162	29513
481	748688	27959
482	750327	26409
483	752102	24862
484	753645	23308
485	755216	21755
486	756819	20202
487	758522	18652
488	759878	17093
489	761532	15541
490	762849	13982
491	764507	12431
492	766081	10877
493	767729	9324
494	769305	7770
495	770989	6217
496	772298	4661
497	773956	3108
498	775716	1554
499	777268	0
